name,rep,seed,mesh,T,phase,cname,p_end,p_max,t_pmax,idle_since,push_frac,withdrawn,tip_retreat_max,n_events,n_unrec,lead_end,cath_slack_max,slack_max,loop,file
proc_on_host,1,900065,s542976952g0,601,stuck-midpath,9:shove-cap,0.425,0.598,41,466,0.424,130.391,46.933,1,1,23.237,8.171,0.0,False,D:/neve/.claude/worktrees/rl_improv_18_p2/saved/eve_paper/neurovascular/full/mesh_ben/2026-07-22_010917_rcca_procedural_v3c/checkpoints/eval_anatomies_checkpoint252305/traj_records/20260921_073132\s900065_s542976952g0_pid493_ep2.npz
car_best_host,1,900068,s871533636g0,601,doorstep-stall,5:shove-fight,0.898,0.954,239,3,0.987,916.096,65.832,3,1,-23.143,10.947,1.119,False,D:/neve/.claude/worktrees/rl_improv_18_p2/saved/eve_paper/neurovascular/full/mesh_ben/2026-09-09_213120_rcca_carotid_v3/checkpoints/eval_anatomies_checkpoint2289002/traj_records/20260920_234829\s900068_s871533636g0_pid493_ep0.npz
proc_on_host,1,900068,s871533636g0,601,stuck-midpath,5:shove-fight,0.66,0.667,451,263,0.767,189.428,31.008,2,1,43.015,8.103,0.0,False,D:/neve/.claude/worktrees/rl_improv_18_p2/saved/eve_paper/neurovascular/full/mesh_ben/2026-07-22_010917_rcca_procedural_v3c/checkpoints/eval_anatomies_checkpoint252305/traj_records/20260921_073132\s900068_s871533636g0_pid534_ep5.npz
car_best_host,2,900069,s19148103g0,601,stuck-midpath,5:shove-fight,0.232,0.838,164,67,0.927,466.726,214.858,4,1,56.223,8.128,0.0,False,D:/neve/.claude/worktrees/rl_improv_18_p2/saved/eve_paper/neurovascular/full/mesh_ben/2026-09-09_213120_rcca_carotid_v3/checkpoints/eval_anatomies_checkpoint2289002/traj_records/20260921_000417\s900069_s19148103g0_pid534_ep4.npz
car_best_host,3,900069,s19148103g0,601,stuck-midpath,5:shove-fight,0.743,0.838,475,1,0.98,756.791,50.656,7,1,-68.274,10.466,0.196,False,D:/neve/.claude/worktrees/rl_improv_18_p2/saved/eve_paper/neurovascular/full/mesh_ben/2026-09-09_213120_rcca_carotid_v3/checkpoints/eval_anatomies_checkpoint2289002/traj_records/20260920_233257\s900069_s19148103g0_pid533_ep4.npz
proc_on_host,1,900069,s19148103g0,601,cath-led-run,10:proximal-thrash,0.154,0.179,288,6,0.017,9.916,3.024,0,0,19.59,6.105,0.0,False,D:/neve/.claude/worktrees/rl_improv_18_p2/saved/eve_paper/neurovascular/full/mesh_ben/2026-07-22_010917_rcca_procedural_v3c/checkpoints/eval_anatomies_checkpoint252305/traj_records/20260921_073132\s900069_s19148103g0_pid534_ep4.npz
proc_on_host,1,900071,s381803629g0,601,deep-recovery,5:shove-fight,0.653,0.664,515,86,0.855,248.601,16.011,1,0,35.236,10.754,0.0,False,D:/neve/.claude/worktrees/rl_improv_18_p2/saved/eve_paper/neurovascular/full/mesh_ben/2026-07-22_010917_rcca_procedural_v3c/checkpoints/eval_anatomies_checkpoint252305/traj_records/20260921_073132\s900071_s381803629g0_pid534_ep2.npz
proc_on_host,1,900072,s441416739g0,601,stuck-midpath,9:shove-cap,0.534,0.538,69,532,0.404,94.776,19.004,1,1,24.403,7.878,0.0,False,D:/neve/.claude/worktrees/rl_improv_18_p2/saved/eve_paper/neurovascular/full/mesh_ben/2026-07-22_010917_rcca_procedural_v3c/checkpoints/eval_anatomies_checkpoint252305/traj_records/20260921_073132\s900072_s441416739g0_pid534_ep1.npz
car_best_host,3,900074,s704111850g0,601,doorstep-stall,5:shove-fight,0.737,0.913,183,15,0.972,878.631,64.825,4,1,-23.366,10.435,1.984,False,D:/neve/.claude/worktrees/rl_improv_18_p2/saved/eve_paper/neurovascular/full/mesh_ben/2026-09-09_213120_rcca_carotid_v3/checkpoints/eval_anatomies_checkpoint2289002/traj_records/20260920_233257\s900074_s704111850g0_pid574_ep5.npz
proc_on_host,1,900074,s704111850g0,601,stuck-midpath,9:shove-cap,0.417,0.574,41,491,0.441,135.541,40.013,1,1,21.997,7.908,0.0,False,D:/neve/.claude/worktrees/rl_improv_18_p2/saved/eve_paper/neurovascular/full/mesh_ben/2026-07-22_010917_rcca_procedural_v3c/checkpoints/eval_anatomies_checkpoint252305/traj_records/20260921_073132\s900074_s704111850g0_pid575_ep5.npz
