seed,name,n,p,p_rec,dom,mesh
162,abl_copeak,1,1.0,0.0,1:clean-fast-success,casem030righttopcowmr013L
162,abl_last,2,1.0,0.0,1:clean-fast-success,casem030righttopcowmr013L
162,car_1545,1,1.0,0.0,0:clean-success,casem030righttopcowmr013L
162,car_best,4,1.0,0.0,0:clean-success,casem030righttopcowmr013L
162,car_div,1,0.0,0.0,3:light-recovery-success,casem030righttopcowmr013L
162,car_early,1,1.0,0.0,6:near-buckle-fight,casem030righttopcowmr013L
162,car_peak,2,1.0,0.0,0:clean-success,casem030righttopcowmr013L
167,abl_best,4,0.25,0.0,6:near-buckle-fight,casem030righttopcowmr013L
167,abl_copeak,1,0.0,0.0,6:near-buckle-fight,casem030righttopcowmr013L
167,abl_last,2,0.0,0.0,7:midpath-thrash,casem030righttopcowmr013L
167,car_1545,1,1.0,0.0,6:near-buckle-fight,casem030righttopcowmr013L
167,car_best,4,1.0,0.75,4:deep-recovery-success,casem030righttopcowmr013L
167,car_div,1,0.0,0.0,7:midpath-thrash,casem030righttopcowmr013L
167,car_early,1,1.0,1.0,4:deep-recovery-success,casem030righttopcowmr013L
167,car_peak,2,1.0,0.0,0:clean-success,casem030righttopcowmr013L
171,abl_best,4,1.0,0.0,1:clean-fast-success,casem030righttopcowmr016L
171,abl_copeak,1,1.0,1.0,3:light-recovery-success,casem030righttopcowmr016L
171,abl_last,2,1.0,0.0,1:clean-fast-success,casem030righttopcowmr016L
171,car_1545,1,1.0,0.0,1:clean-fast-success,casem030righttopcowmr016L
171,car_best,4,1.0,0.25,0:clean-success,casem030righttopcowmr016L
171,car_div,1,1.0,0.0,7:midpath-thrash,casem030righttopcowmr016L
171,car_early,1,1.0,0.0,1:clean-fast-success,casem030righttopcowmr016L
171,car_peak,2,1.0,0.0,0:clean-success,casem030righttopcowmr016L
